token,pos
पहिला,PP
लोहमार्ग,NOUN
मुंबईपासून,NOUN
सुरू,NOUN
झाला,PP
अमेरिकन,NOUN
यादवी,NOUN
युद्धाच्या,PP
काळात,NOUN
मुंबई,NOUN
ही,PART
जगातील,NOUN
प्रमुख,NOUN
कापूस,NOUN
बाजारपेठ,NOUN
म्हणून,NOUN
उदयास,NOUN
आली,VERB
व,PART
शहराची,NOUN
भरभराट,NOUN
सुरूच,NOUN
राहिली,VERB
सुएझ,NOUN
कालव्याच्या,PP
निर्मितीनंतर,NOUN
मुंबई,NOUN
हे,PART
अरबी,NOUN
समुद्रातील,NOUN
प्रमुख,NOUN
बंदर,NOUN
झाले,VERB
पुढील,NOUN
३०,NUM
वर्षात,NOUN
मुंबई,NOUN
शहराची,NOUN
भरभराट,NOUN
झाली,VERB
१९०६च्या,PP
सुमारास,NOUN
शहराच्या,PP
लोकसंख्येची,NOUN
वाढ,NOUN
होऊन,NOUN
ती,PART
१०,NUM
लाखांपर्यंत,NOUN
पोहोचली,VERB
व,PART
मुंबई,NOUN
शहर,NOUN
हे,PART
कलकत्याखालोखाल,NOUN
दुसरे,NOUN
मोठे,NOUN
शहर,NOUN
बनले,VERB
भारतीय,NOUN
स्वातंत्र्ययुद्धाचे,NOUN
मुंबई,NOUN
हे,PART
प्रमुख,NOUN
केंद्र,NOUN
होते,NOUN
महात्मा,NOUN
गांधीनी,NOUN
१९४२,NUM
मध्ये,PP
भारत,NOUN
छोडो,NOUN
आंदोलन,NOUN
मुंबई,NOUN
येथून,NOUN
सुरू,NOUN
केले,VERB
भारताच्या,PP
स्वातंत्र्यानंतर,NOUN
मुंबई,NOUN
हीच,NOUN
बॉम्बे,NOUN
इलाख्याची,NOUN
राजधानी,NOUN
राहिली,VERB
१९५०,NUM
साली,VERB
मुंबई,NOUN
शहरच्या,PP
सीमा,NOUN
उत्तरेकडील,NOUN
साष्टी,NOUN
बेटापर्यंत,NOUN
वाढविण्यात,NOUN
आल्या,NOUN
१९५५,NUM
नंतर,NOUN
बॉम्बे,NOUN
इलाख्याची,NOUN
फाळणी,NOUN
करून,NOUN
महाराष्ट्र,NOUN
व,PART
गुजरात,NOUN
राज्यांची,NOUN
निर्मिती,NOUN
व्हावी,NOUN
अशी,NOUN
मागणी,NOUN
होत,NOUN
होती,NOUN
परंतु,NOUN
काहींच्या,PP
मते,NOUN
मुंबईला,PP
केंद्रशासित,NOUN
करावी,NOUN
असे,NOUN
होते,NOUN
संयुक्त,NOUN
महाराष्ट्र,NOUN
चळवळीने,PP
यास,NOUN
प्रखर,NOUN
विरोध,NOUN
केला,PP
व,PART
मुंबईला,PP
महाराष्ट्र,NOUN
राज्याची,NOUN
राजधानी,NOUN
करण्याची,NOUN
मागणी,NOUN
केली,VERB
त्यावेळेस,NOUN
देशाचे,NOUN
पंतप्रधान,NOUN
पंडित,NOUN
जवाहरलाल,NOUN
नेहरू,NOUN
आणि,NOUN
गृहमंत्री,NOUN
मोरारजी,NOUN
देसाई,NOUN
यांनी,NOUN
विरोध,NOUN
केला,PP
तरीही,NOUN
मराठी,NOUN
आणि,NOUN
इतर,NOUN
सहकाऱ्यांनी,NOUN
त्यांचा,NOUN
विरोधाला,PP
न,PART
जुमानता,NOUN
मुंबई,NOUN
ही,PART
महाराष्ट्राची,NOUN
केली,VERB
त्यासाठी,PP
झालेल्या,NOUN
चळवळीदरम्यान,NOUN
केलेल्या,NOUN
गोळीबारात,NOUN
१०५,NUM
लोक,NOUN
मरण,NOUN
पावले,VERB
या,PART
१०५,NUM
हुतात्म्यांच्या,PP
आहुतीनंतर,NOUN
१,NUM
मे,PART
१९६०,NUM
रोजी,NOUN
महाराष्ट्र,NOUN
राज्याची,NOUN
निर्मिती,NOUN
झाली,VERB
आणि,NOUN
त्या,NOUN
राज्याची,NOUN
राजधानी,NOUN
मुंबईच,NOUN
राहिली,VERB
त्यांच्याच,NOUN
स्मरणार्थ,NOUN
फ्लोरा,NOUN
फाऊंटन,NOUN
येथे,NOUN
कारंज्याच्याच,NOUN
शेजारी,NOUN
एक,PART
स्तंभ,NOUN
उभारून,NOUN
त्या,NOUN
चौकाचे,NOUN
नाव,NOUN
हुतात्मा,NOUN
चौक,NOUN
केले,VERB
१९७०,NUM
च्या,PP
शेवटी,NOUN
मुंबईने,PP
बांधकाम,NOUN
व्यवसायाची,NOUN
भरभराट,NOUN
तसेच,NOUN
परप्रांतीयांचे,NOUN
लोंढे,NOUN
अनुभवले,VERB
याच,NOUN
काळात,NOUN
मुंबई,NOUN
कोलकात्याला,PP
मागे,NOUN
टाकून,NOUN
भारताच्या,PP
सर्वांत,NOUN
जास्त,NOUN
लोकसंख्या,NOUN
असलेले,VERB
शहर,NOUN
बनले,VERB
परप्रांतीयांच्या,PP
वाढत्या,NOUN
लोंढ्यामुळे,NOUN
मराठी,NOUN
लोकांमध्ये,PP
असंतोष,NOUN
वाढला,PP
याचा,NOUN
परिणाम,NOUN
म्हणून,NOUN
स्थानिक,NOUN
लोकांच्या,PP
हितरक्षणासाठी,PP
शिवसेना,NOUN
नावाची,NOUN
राजकीय,NOUN
संघटना,NOUN
उदयास,NOUN
आली,VERB
बाळासाहेब,NOUN
ठाकरे,NOUN
यांच्या,PP
नेतृत्वाला,PP
भरघोस,NOUN
पाठिंबा,NOUN
मिळाला,PP
मराठी,NOUN
अस्मितेच्या,PP
रक्षणार्थ,NOUN
मुंबईची,NOUN
बम्बई,NOUN
हिंदी,NOUN
भाषा,NOUN
व,PART
बॉम्बे,NOUN
ही,PART
नावे,NOUN
बदलून,NOUN
केवळ,NOUN
मुंबई,NOUN
हेच,NOUN
मराठी,NOUN
नाव,NOUN
अधिकृत,NOUN
करण्यात,NOUN
आले,VERB
यानंतर,NOUN
मुंबई,NOUN
विमानतळास,NOUN
व,PART
मुंबईच्या,PP
मध्य,NOUN
रेल्वेतील,NOUN
प्रमुख,NOUN
स्थानकास,NOUN
छत्रपती,NOUN
शिवाजी,NOUN
महाराज,NOUN
यांचे,NOUN
नाव,NOUN
देण्यात,NOUN
आले,VERB
संदर्भ,NOUN
हवा,NOUN
दादर,NOUN
पश्चिम,NOUN
येथे,NOUN
असलेला,PP
कबुतरखाना,NOUN
१९३३,NUM
मध्ये,PP
वलमजी,NOUN
रतनजी,NOUN
व्होरा,NOUN
यांनी,NOUN
बांधला,PP
या,PART
व्यतिरिक्त,NOUN
फोर्टमध्ये,PP
जीपीओ,NOUN
समोर,NOUN
ग्रॅंटरोड,NOUN
गिरगाव,NOUN
व,PART
घाटकोपर,NOUN
येथेही,NOUN
कबुतरखाने,PP
आहेत,NOUN
मुंबई,NOUN
पश्चिम,NOUN
किनारपट्टीत,NOUN
कोकण,NOUN
विभाग,NOUN
उल्हास,NOUN
नदीच्या,PP
मुखावर,PP
असलेल्या,NOUN
साळशेत,NOUN
बेटांवर,PP
साष्टी,NOUN
वसले,VERB
आहे,NOUN
मुंबईचा,NOUN
मोठा,NOUN
भाग,NOUN
हा,PART
समुद्रसपाटीच्या,PP
पातळीत,NOUN
आहे,NOUN
जमिनीची,NOUN
उंची,NOUN
सरासरी,NOUN
१०,NUM
ते,PART
१५,NUM
मी,PART
उत्तर,NOUN
मुंबईचा,NOUN
भूभाग,NOUN
डोंगराळ,NOUN
आहे,NOUN
मुंबईतील,NOUN
सर्वांत,NOUN
उंच,NOUN
भूभाग,NOUN
हा,PART
समुद्रसपाटीपासून,NOUN
४५०,NUM
मीटर,NOUN
१,NUM
४५०,NUM
फूट,NOUN
उंचीवर,PP
आहे,NOUN
मुंबईचे,NOUN
मुंबई,NOUN
जिल्हा,NOUN
व,PART
मुंबई,NOUN
उपनगर,NOUN
जिल्हा,NOUN
असे,NOUN
दोन,NOUN
वेगवेगळे,NOUN
भाग,NOUN
आहेत,NOUN
मुंबई,NOUN
जिल्ह्याला,PP
आयलंड,NOUN
सिटी,NOUN
किंवा,NOUN
दक्षिण,NOUN
मुंबई,NOUN
म्हणतात,VERB
मुंबईचे,NOUN
एकूण,NOUN
क्षेत्रफळ,NOUN
६०३,NUM
४,NUM
चौरस,NOUN
किलोमीटर,NOUN
आहे,NOUN
ज्यामधील,NOUN
४३७,NUM
७१,NUM
चौरस,NOUN
किलोमीटर,NOUN
बृहन्मुंबई,NOUN
महानगरपालिकेच्या,PP
हद्दीत,NOUN
येते,NOUN
व,PART
इतर,NOUN
भाग,NOUN
मुंबई,NOUN
पोर्ट,NOUN
ट्रस्ट,NOUN
अणुऊर्जा,NOUN
कमिशन,NOUN
आणि,NOUN
संजय,NOUN
गांधी,NOUN
राष्ट्रीय,NOUN
उद्यानाकडे,PP
आहेत,NOUN
मुंबईला,PP
पाणीपुरवठा,NOUN
करणारे,NOUN
सात,NOUN
तलाव,NOUN
धरणे,NOUN
आहेत,NOUN
भातसा,NOUN
तानसा,NOUN
तुळशी,NOUN
विहार,NOUN
मध्य,NOUN
वैतरणा,NOUN
अप्पर,NOUN
वैतरणा,NOUN
व,PART
मोडकसागर,NOUN
विहार,NOUN
व,PART
पवई,NOUN
तलाव,NOUN
शहराच्या,PP
हद्दीत,NOUN
आहेत,NOUN
तर,PART
तुळशी,NOUN
तलाव,NOUN
बोरीवली,VERB
उद्यानाच्या,PP
जवळपास,NOUN
आहे,NOUN
तीन,NOUN
नद्या,NOUN
दहिसर,NOUN
पोयसर,NOUN
व,PART
ओशिवरा,NOUN
ऊर्फ,NOUN
वालभट,NOUN
या,PART
बोरीवली,VERB
राष्ट्रीय,NOUN
उद्यानातून,NOUN
उगम,NOUN
पावतात,VERB
तर,PART
मिठी,NOUN
नदी,NOUN
तुळशी,NOUN
तलावातून,NOUN
सुरू,NOUN
होते,NOUN
याशिवाय,NOUN
शहराच्या,PP
उत्तरेस,NOUN
वाहणारी,NOUN
उल्हास,NOUN
नदी,NOUN
कर्जतजवळच्या,PP
डोंगरात,NOUN
उगम,NOUN
पावते,NOUN
आणि,NOUN
वसईजवळ,NOUN
समुद्राला,PP
मिळते,NOUN
मिठी,NOUN
नदी,NOUN
माहीमच्या,PP
खाडीत,NOUN
लुप्त,NOUN
होते,NOUN
गेटवे,NOUN
ऑफ,PART
इंडिया,NOUN
हॉटेल,NOUN
ताज,NOUN
छत्रपती,NOUN
शिवाजी,NOUN
महाराज,NOUN
टर्मिनस,NOUN
बृहन्मुंबई,NOUN
मनपा,NOUN
इमारत,NOUN
मुंबई,NOUN
उच्च,NOUN
न्यायालय,NOUN
मुंबई,NOUN
विद्यापीठ,NOUN
राजाबाई,NOUN
टॉवर,PP
महाराष्ट्र,NOUN
पोलीस,NOUN
मुख्यालय,NOUN
छत्रपती,NOUN
शिवाजी,NOUN
महाराज,NOUN
वस्तू,NOUN
संग्रहालय,NOUN
रिझर्व्ह,NOUN
बँक,NOUN
नाणी,NOUN
नोटा,NOUN
संग्रहालय,NOUN
एशियाटीक,NOUN
सोसायटी,NOUN
लायब्ररी,NOUN
डेव्हिड,NOUN
ससून,NOUN
लायब्ररी,NOUN
जहांगीर,NOUN
आर्ट,NOUN
गॅलरी,NOUN
नॅशनल,NOUN
गॅलरी,NOUN
ऑफ,PART
मॉडर्न,NOUN
आर्ट्स,NOUN
फ्लोरा,NOUN
फाऊंटन,NOUN
हुतात्मा,NOUN
चौक,NOUN
वेलिंग्टन,NOUN
फाऊंटन,NOUN
ओव्हल,NOUN
मैदान,NOUN
आझाद,NOUN
मैदान,NOUN
बलार्ड,NOUN
ईस्टेट,NOUN
क्रॉफर्ड,NOUN
मार्केट,NOUN
फॅशन,NOUN
स्ट्रीट,NOUN
सेंट,NOUN
थॉमस,NOUN
कॅथेड्रल,NOUN
कॅथेड्रल,NOUN
ऑफ,PART
होली,VERB
नेम,NOUN
Knesset,NOUN
Eliymoo,NOUN
सिनेगॉग,NOUN
हॉर्निमन,NOUN
सर्कल,NOUN
गार्डन,NOUN
हॉटेल,NOUN
ट्रायडेंट,NOUN
नरिमन,NOUN
पॉइंटचे,NOUN
टोक,NOUN
वरळी,NOUN
नेहरू,NOUN
तारांगण,NOUN
नेहरू,NOUN
सेंटर,NOUN
आर्ट,NOUN
गॅलरी,NOUN
गिरगाव,NOUN
तारापोरवाला,PP
मत्स्यालय,NOUN
प्रभादेवी,NOUN
सिद्धीविनायक,NOUN
मंदिर,NOUN
महालक्ष्मी,NOUN
महालक्ष्मी,NOUN
मंदिर,NOUN
हाजी,NOUN
अली,VERB
दर्गा,NOUN
भुलेश्वर,PP
मुंबादेवी,NOUN
मंदिर,NOUN
चोरबाजार,NOUN
भायखळा,NOUN
जिजामाता,NOUN
उद्यान,NOUN
भाऊ,NOUN
दाजी,NOUN
लाड,NOUN
संग्रहालय,NOUN
ताडदेव,NOUN
ऑगस्ट,NOUN
क्रांती,NOUN
मैदान,NOUN
मणीभवन,NOUN
मलबार,NOUN
हिल,NOUN
वाळकेश्वर,PP
मंदिर,NOUN
बाणगंगा,NOUN
तलाव,NOUN
कमला,PP
नेहरू,NOUN
गार्डन,NOUN
हँगिंग,NOUN
गार्डन,NOUN
पवई,NOUN
तलाव,NOUN
पवई,NOUN
अंधेरी,NOUN
पूर्व,NOUN
जुहू,NOUN
जुहू,NOUN
विलेपार्ले,VERB
पूर्व,NOUN
संजय,NOUN
गांधी,NOUN
राष्ट्रीय,NOUN
उद्यान,NOUN
बोरीवली,VERB
मिठी,NOUN
ऊर्फ,NOUN
माहीम,NOUN
ही,PART
मुंबईतील,NOUN
सर्वात,NOUN
महत्त्वाची,NOUN
नदी,NOUN
आहे,NOUN
या,PART
नदीची,NOUN
लांबी,NOUN
फक्त,NOUN
१८,NUM
किलोमीटर,NOUN
असली,VERB
तरी,NOUN
दर,PART
दहा,NOUN
पंधरा,NOUN
वर्षांनी,NOUN
हिला,PP
बेसुमार,NOUN
पूर,NOUN
येतो,NOUN
आणि,NOUN
मुंबईच्या,PP
कुर्ल्यातील,NOUN
आणि,NOUN
अन्य,NOUN
अनेक,NOUN
पश्चिमी,NOUN
उपनगरांतील,NOUN
रस्ते,NOUN
आणि,NOUN
घरे,NOUN
पाण्याखाली,VERB
जातात,VERB
२००५,NUM
सालच्या,PP
अभूतपूर्व,NOUN
पूरानंतर,NOUN
मिठी,NOUN
नदीच्या,PP
रुंदीकरणासाठी,PP
आणि,NOUN
खोलीकरणासाठी,PP
१४,NUM
वर्षांत,NOUN
२,NUM
०००,NUM
कोटी,NOUN
रुपये,NOUN
खर्च,NOUN
झाले,VERB
तरी,NOUN
२०१९,NUM
साली,VERB
मिठीच्या,PP
पुरामुळे,NOUN
मुंबई,NOUN
परत,NOUN
पाण्याखाली,VERB
गेली,VERB
मिठी,NOUN
नदीला,PP
फक्त,NOUN
अर्धा,NOUN
डझन,NOUN
नाले,VERB
मिळतात,VERB
पण,PART
पुरेश्या,NOUN
नालेसफाईच्या,PP
अभावी,NOUN
मिठी,NOUN
नदीला,PP
पूर,NOUN
येतोच,NOUN
येतो,NOUN
या,PART
नद्यांना,NOUN
मिळणारे,NOUN
जिजामाता,NOUN
नाला,PP
मालपा,NOUN
डोंगरी,NOUN
नाला,PP
आंबेवाडी,NOUN
नाला,PP
असे,NOUN
तीन,NOUN
नाले,VERB
असून,NOUN
हे,PART
तिन्ही,NOUN
नाले,VERB
अंधेरी,NOUN
पूर्व,NOUN
पश्चिम,NOUN
वाहणाऱ्या,NOUN
मोगरा,NOUN
नाल्यात,NOUN
विलीन,NOUN
होतात,VERB
तसेच,NOUN
रस्त्यावरून,NOUN
वाहणाऱ्या,NOUN
पावसाचे,NOUN
पाणीही,NOUN
पदपथालगतच्या,PP
गटाराच्या,PP
माध्यमातून,NOUN
मोगरा,NOUN
नाल्यालाच,NOUN
येऊन,NOUN
मिळते,NOUN
अंधेरी,NOUN
पूर्व,NOUN
भागाचे,NOUN
क्षेत्रफळ,NOUN
सुमारे,NOUN
३००,NUM
हेक्टरच्या,PP
आसपास,NOUN
आहे,NOUN
अंधेरी,NOUN
पूर्व,NOUN
भागातील,NOUN
३००,NUM
हेक्टर,NOUN
परिसरात,NOUN
मुसळधार,NOUN
पाऊस,NOUN
पडल्यानंतर,NOUN
तीन,NOUN
नाले,VERB
तसेच,NOUN
रस्त्यावरून,NOUN
वाहणारे,NOUN
पाणी,NOUN
मोगरा,NOUN
नाल्याला,PP
येऊन,NOUN
मिळते,NOUN
परिणामी,NOUN
मोगरा,NOUN
नाला,PP
दुथडी,NOUN
भरून,NOUN
वाहू,NOUN
लागतो,NOUN
याशिवाय,NOUN
धारावीतील,NOUN
६०,NUM
फुटी,NOUN
रस्त्यावरील,NOUN
नाला,PP
जोगेश्वरी,NOUN
रेल्वे,NOUN
स्टाफ,NOUN
कॉलनी,NOUN
जवळून,NOUN
वाहणारा,NOUN
नाला,PP
माहीम,NOUN
आणि,NOUN
किंग्ज,NOUN
सर्कल,NOUN
रेल्वेमार्गालगत,NOUN
असलेल्या,NOUN
आझाद,NOUN
नगर,NOUN
मधील,NOUN
नाला,PP
वगैरे,NOUN
नाले,VERB
आहेत,NOUN
शहरातून,NOUN
वाहणाऱ्या,NOUN
मिठी,NOUN
दहिसर,NOUN
या,PART
नद्यांचे,NOUN
नालेच,NOUN
झाले,VERB
आहेत,NOUN
एफ,PART
उत्तर,NOUN
आणिक,NOUN
वडाळा,NOUN
रोड,NOUN
नाला,PP
कोरबा,NOUN
मिठागर,NOUN
नाला,PP
खाऊ,NOUN
क्लिक,NOUN
रोड,NOUN
नाला,PP
जे,PART
केमिकल,NOUN
नाला,PP
दीनबंधू,NOUN
नाला,PP
प्रतीक्षानगर,NOUN
रावळी,NOUN
लो,PART
लेव्हल,NOUN
नाला,PP
वडाळा,NOUN
ट्रक,NOUN
टर्मिनस,NOUN
नाला,PP
शेख,NOUN
मिस्त्री,NOUN
नाला,PP
सेमिंडा,NOUN
नाला,PP
सोमय्या,NOUN
नाला,PP
जी,PART
दक्षिण,NOUN
एलपीजी,NOUN
नाला,PP
टेक्स्टाईल,NOUN
मिल,NOUN
नाला,PP
नेहरू,NOUN
सायन्स,NOUN
सेंटर,NOUN
नाला,PP
रेसकोर्स,NOUN
नाला,PP
जी,PART
उत्तर,NOUN
कुट्टीवाडी,NOUN
नाला,PP
दादर,NOUN
धारावी,NOUN
नाला,PP
नाईकनगर,NOUN
नाला,PP
नाईकनगर,NOUN
ब्रॅंच,NOUN
नाला,PP
प्रेमनगर,NOUN
नाला,PP
शेठवाडी,NOUN
नाला,PP
एल,PART
अलीदादा,NOUN
नाला,PP
कारशेड,NOUN
नाला,PP
टिळकनगर,NOUN
रेल्वे,NOUN
स्थानक,NOUN
नाला,PP
नाला,PP
क्रमांक,NOUN
१०,NUM
बाह्मणवाडी,NOUN
नाला,PP
कुर्ला,PP
भारतीय,NOUN
नगर,NOUN
नाला,PP
भारतीयनगर,NOUN
नाला,PP
उपनाला,PP
मिठी,NOUN
नदी,NOUN
कुर्ला,PP
पश्चिम,NOUN
शिवाजी,NOUN
कुटिर,NOUN
आऊटफॉल,NOUN
श्रमजीवी,NOUN
नाला,PP
संजयनगर,NOUN
नाला,PP
सफेद,NOUN
पूल,NOUN
नाला,PP
एम,PART
पूर्व,NOUN
आदर्श,NOUN
नगर,NOUN
नाला,PP
एनएडी,NOUN
नाला,PP
गायकवाड,NOUN
नगर,NOUN
नाला,PP
डम्पिंग,NOUN
ग्राऊंड,NOUN
नाला,PP
देवनाला,PP
नाला,PP
निरंकारी,NOUN
नाला,PP
पीएमजीपी,NOUN
नाला,PP
पीएमजीपी,NOUN
नाला,PP
देवनार,NOUN
पीएमजीपी,NOUN
नाला,PP
गोवंडी,NOUN
मानखुर्द,NOUN
नाला,PP
रफिकनगर,NOUN
नाला,PP
रफीनगर,NOUN
नाला,PP
वैभवनगर,NOUN
नाला,PP
सुभाषनगर,NOUN
नाला,PP
एम,PART
पश्चिम,NOUN
अयोध्यानगर,NOUN
नाला,PP
चरई,NOUN
नाला,PP
फर्टिलायझर,NOUN
नाला,PP
वाशीनाका,NOUN
नाला,PP
एन,PART
गावदेवी,NOUN
नाला,PP
गौरीशंकर,NOUN
वाडी,NOUN
नाला,PP
बर्,NOUN
नगर,NOUN
नाला,PP
लक्ष्मीबाग,NOUN
नाला,PP
वल्लभबाग,NOUN
नाला,PP
सोमय्या,NOUN
नाला,PP
सोमय्या,NOUN
नाला,PP
घाटकोपर,NOUN
पूर्व,NOUN
सोमय्या,NOUN
नाला,PP
रेल्वे,NOUN
कल्व्हर्ट,NOUN
एस,PART
अलॉंग,NOUN
वेस्ट,NOUN
साईट,NOUN
मिठी,NOUN
उषानगर,NOUN
नाला,PP
कन्नमवारनगर,NOUN
नाला,PP
क्रॉम्प्टन,NOUN
कांजूर,NOUN
नाला,PP
टेक्नोवर्क,NOUN
नाला,PP
ट्रान्समिशन,NOUN
नाला,PP
दातार,NOUN
कॉलनी,NOUN
नाला,PP
टी,PART
एसीसी,NOUN
नाला,PP
नानेपाडा,NOUN
नाला,PP
मोतीनगर,NOUN
नाला,PP
रामगड,NOUN
नाला,PP
एच,PART
पूर्व,NOUN
ओएनजीसी,NOUN
गोळीबार,NOUN
नाला,PP
चमडावाडी,NOUN
नाला,PP
बेहरामपाडा,NOUN
नाला,PP
वांद्रे,NOUN
मिठी,NOUN
नदी,NOUN
वाकोला,PP
नदी,NOUN
एच,PART
पश्चिम,NOUN
गझदरबंध,NOUN
नाला,PP
बोरान,NOUN
नाला,PP
हरिजन,NOUN
नाला,PP
के,PART
पूर्व,NOUN
कार्गो,NOUN
नाला,PP
कृष्णनगर,NOUN
नाला,PP
हा,PART
नाला,PP
सेव्हन,NOUN
हिल्स,NOUN
हाॅस्पिटलपाशी,NOUN
उगम,NOUN
पावतो,NOUN
आणि,NOUN
विमानतळाच्या,PP
टी,PART
2,NUM
टर्मिनलजवळ,NOUN
मिठी,NOUN
नदीला,PP
मिळतो,NOUN
कोंडीविटा,NOUN
नाला,PP
कोलडोंगरी,NOUN
नाला,PP
चोखामेळा,NOUN
नाला,PP
जिजामाता,NOUN
नाला,PP
नवलकर,NOUN
नाला,PP
अंधेरी,NOUN
पूर्व,NOUN
मिठी,NOUN
नदी,NOUN
मेघवाडी,NOUN
नाला,PP
मोगरा,NOUN
नाला,PP
लेलेवाडी,NOUN
नाला,PP
शास्त्रीनगर,NOUN
नाला,PP
श्रद्धानंद,NOUN
नाला,PP
के,PART
पश्चिम,NOUN
अभिषेक,NOUN
नाला,PP
आल्फा,NOUN
कल्व्हर्ट,NOUN
इंडियन,NOUN
ऑईल,NOUN
नाला,PP
कोलडोंगरी,NOUN
नाला,PP
जीवननगर,NOUN
नाला,PP
नेहरूनगर,NOUN
नाला,PP
पत्रावाला,PP
चाळ,NOUN
फेअरडील,NOUN
नाला,PP
मीलन,NOUN
सबवे,NOUN
रसराज,NOUN
नाला,PP
स्टार,NOUN
बाजार,NOUN
नाला,PP
पी,PART
दक्षिण,NOUN
प्रेमनगर,NOUN
नाला,PP
भगतसिंह,NOUN
नाला,PP
मोतीलाल,NOUN
नगर,NOUN
नाला,PP
वालभट,NOUN
नाला,PP
पी,PART
उत्तर,NOUN
पुष्पापा,NOUN
पार्क,NOUN
आणि,NOUN
मालवणी,NOUN
नाला,PP
आर,PART
दक्षिण,NOUN
पोयसर,NOUN
नदी,NOUN
प्रणाली,VERB
आर,PART
मध्य,NOUN
चंदावरकर,NOUN
नाला,PP
प्रणाली,VERB
आर,PART
उत्तर,NOUN
अवधूतनगर,NOUN
नाला,PP
काजूपाडा,NOUN
नाला,PP
केतकीपाडा,NOUN
नाला,PP
कोकणी,NOUN
पाडा,NOUN
नाला,PP
तेरे,NOUN
कंपाऊंड,NOUN
नाला,PP
दहिसर,NOUN
नदी,NOUN
प्रणाली,VERB
धारखाडी,NOUN
नाला,PP
यादवनगर,NOUN
नाला,PP
मुंबई,NOUN
शहर,NOUN
हे,PART
विषुववृत्तीय,NOUN
प्रदेशात,NOUN
Tropical,NOUN
zone,NOUN
आणि,NOUN
अरबी,NOUN
समुद्राजवळ,NOUN
असल्यामुळे,NOUN
इथे,NOUN
दोन,NOUN
प्रमुख,NOUN
प्रकारचे,NOUN
ऋतू,NOUN
अनुभवास,NOUN
येतात,VERB
१,NUM
आर्द्र,NOUN
२,NUM
शुष्क,NOUN
आर्द्र,NOUN
हवामानाच्या,PP
काळात,NOUN
मार्च,NOUN
ते,PART
ऑक्टोबर,NOUN
तापमान,NOUN
व,PART
सापेक्ष,NOUN
आर्द्रता,NOUN
अधिक,NOUN
असते,NOUN
मान्सूनचा,NOUN
पाऊस,NOUN
मुंबईत,NOUN
जून,NOUN
ते,PART
ऑक्टोबरपर्यंत,NOUN
पडतो,NOUN
सरासरी,NOUN
वार्षिक,NOUN
पर्जन्यमान,NOUN
२,NUM
२००,NUM
मिमी,NOUN
८५,NUM
इंच,NOUN
आहे,NOUN
विक्रमी,NOUN
वार्षिक,NOUN
पर्जन्यमान,NOUN
१९५४,NUM
साली,VERB
३,NUM
४५२,NUM
मिमी,NOUN
इतके,NOUN
झाले,VERB
होते,NOUN
तर,PART
एका,NOUN
दिवसात,NOUN
सर्वांत,NOUN
जास्त,NOUN
पाऊस,NOUN
जुलै,NOUN
२६,NUM
२००५,NUM
रोजी,NOUN
९४४,NUM
मिमी,NOUN
३७,NUM
नोव्हेंबर,NOUN
ते,PART
फेब्रुवारीपर्यंत,NOUN
असलेल्या,NOUN
शुष्क,NOUN
ऋतूत,NOUN
मध्यम,NOUN
सापेक्ष,NOUN
आर्द्रता,NOUN
व,PART
मध्यम,NOUN
तापमान,NOUN
असते,NOUN
उत्तरेकडून,NOUN
वाहणारे,NOUN
थंड,NOUN
वारे,NOUN
या,PART
बदलाकरता,NOUN
कारणीभूत,NOUN
असतात,VERB
वार्षिक,NOUN
तापमान,NOUN
कमाल,NOUN
४०,NUM
से,PART
विक्रमी,NOUN
वार्षिक,NOUN
तापमान,NOUN
कमाल,NOUN
४३,NUM
से,PART
व,PART
किमान,NOUN
७,NUM
से,PART
असे,NOUN
नोंदवले,VERB
गेले,VERB
आहे,NOUN
मुंबई,NOUN
भारताची,NOUN
आर्थिक,NOUN
राजधानी,NOUN
म्हणून,NOUN
ओळखली,VERB
जाते,NOUN
भारताच्या,PP
१०,NUM
कारखाना,NOUN
रोजगार,NOUN
Factory,NOUN
employment,NOUN
४०,NUM
प्राप्तिकर,NOUN
२०,NUM
केंद्रीय,NOUN
कर,PART
Central,NOUN
excise,NOUN
६०,NUM
आयात,NOUN
कर,PART
४०,NUM
परदेश,NOUN
व्यापार,NOUN
आणि,NOUN
४०,NUM
अब्ज,NOUN
रुपये,NOUN
९,NUM
अब्ज,NOUN
अमेरिकन,NOUN
डॉलर्स,NOUN
व्यावसायिक,NOUN
कर,PART
एकट्या,NOUN
मुंबईतून,NOUN
येतो,NOUN
महत्त्वाच्या,PP
आर्थिक,NOUN
संस्थांची,NOUN
कार्यालये,NOUN
मुंबईत,NOUN
असून,NOUN
मुंबई,NOUN
शेअर,NOUN
बाजार,NOUN
भारतीय,NOUN
रिझर्व,NOUN
बँक,NOUN
नॅशनल,NOUN
स्टॉक,NOUN
एक्सचेंज,NOUN
टाटा,NOUN
गोदरेज,NOUN
व,PART
रिलायन्स,NOUN
समूह,NOUN
अशा,NOUN
मोठ्या,NOUN
उद्योगसमूहांच्या,PP
मुख्य,NOUN
कचेऱ्या,NOUN
मुंबईत,NOUN
आहेत,NOUN
२००८,NUM
साली,VERB
मुंबईचे,NOUN
वार्षिक,NOUN
सकल,NOUN
उत्पन्न,NOUN
९,NUM
१९,NUM
६००,NUM
कोटी,NOUN
इतके,NOUN
होते,NOUN
व,PART
प्रति,NOUN
व्यक्ती,NOUN
आय,PART
१,NUM
२८,NUM
०००,NUM
होती,NOUN
जी,PART
